date,url,rating,user,opinion
on 9 April 2018,/gp/customer-reviews/R3J5FD3DNOCCDF?ASIN=B01DDP7D6W,3.0,Dr.Hirak Jyoti Sarma,Headphone is not received...
on 25 September 2016,/gp/customer-reviews/R2TA07R2PS5TY6?ASIN=B01DDP7D6W,5.0,Ashok S Deshpande,"Liked the feel, have to navigate thru.Clear sound and pictures."
on 9 September 2017,/gp/customer-reviews/RERCA6JDI7NMV?ASIN=B01DDP7D6W,5.0,alok srivastava,It is an affordable mobile phone with lots of great features.
on 10 March 2018,/gp/customer-reviews/RDQ4K873CJE2Z?ASIN=B01DDP7D6W,5.0,nilesh gediya,delivered only 2 days.thank you to amazon .best phone in this range by samsung - one of the trusted brand. i m very happy
on 3 July 2018,/gp/customer-reviews/R11CJHXTX0DTZV?ASIN=B01DDP7D6W,4.0,Govind kumar,Earfone nhi diya gya h. Set is good.Charger is good. Good display but earfone set ke sath m nhi diya gya h.
date,url,rating,user,opinion
on 13 November 2017,/gp/customer-reviews/R2CQHDPOU8CEVS?ASIN=B01DDP7D6W,4.0,Narayanan K.,"The Phone has smooth operation, the camera quality is good, no LED indication light,, it takes more than 3 hours for Full charging, rest are all ok"
on 25 October 2017,/gp/customer-reviews/RIPI0M5C8GIPX?ASIN=B01DDP7D6W,4.0,Randhir kumar,Mobile phone is good but call recording facility is not available in on7 pro.
on 23 May 2017,/gp/customer-reviews/RAV1PLYHJPQY9?ASIN=B01DDP7D6W,5.0,Narendra Maller,Good product only the volume is a bit low.
on 8 March 2018,/gp/customer-reviews/ROYQQ34F4N7FD?ASIN=B01DDP7D6W,5.0,Amit,Nice
on 23 June 2018,/gp/customer-reviews/R30DWIW39CLFEE?ASIN=B01DDP7D6W,4.0,abhi,Product is quite good but ot is slghtly slow with 2 GB ram over all it is good for normal users not for high usage
on 28 June 2018,/gp/customer-reviews/R1V9WUM3Z7P1GC?ASIN=B01DDP7D6W,5.0,avineesh,GOOD PRODUCT
on 21 July 2018,/gp/customer-reviews/RZFMKR8RXVSPO?ASIN=B01DDP7D6W,5.0,murlee,I am happy with product and pricing
on 3 September 2018,/gp/customer-reviews/R3MIEU25L3SD2A?ASIN=B01DDP7D6W,5.0,Mohd Salam,it's the best phone on low budget price...it's  battery back up is too good & camera clarity is superb....
on 28 January 2018,/gp/customer-reviews/R143YMALP22EQX?ASIN=B01DDP7D6W,5.0,Kamal,Good product
on 22 March 2017,/gp/customer-reviews/R30JMCUGR0P303?ASIN=B01DDP7D6W,5.0,JAY SHANKAR THAKUR,"Best phone,batter backup is good.."
date,url,rating,user,opinion
on 5 April 2018,/gp/customer-reviews/R27KATYHTP2RPR?ASIN=B01DDP7D6W,3.0,Sakuntala Sen, It is very good smart phone at lower price.It's memory capacity is also excellent
on 21 August 2017,/gp/customer-reviews/R1OHO2ZJM2Z5SA?ASIN=B01DDP7D6W,5.0,Amazon Customer,Best Mobile And Good Service By Amazon
on 21 August 2017,/gp/customer-reviews/R1ZIQ31JK08MEQ?ASIN=B01DDP7D6W,5.0,santosh verma,best in the range
on 16 June 2017,/gp/customer-reviews/R234LRVRV9HUVO?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good one in every respect but compass is required.  One flip cover be sent as reward.thanks
on 2 August 2017,/gp/customer-reviews/R1NRJQO9AB0JIP?ASIN=B01DDP7D6W,1.0,Amazon Customer,i don't got the phone inside the box there is no mobile phone....only charger and headphone
on 26 November 2017,/gp/customer-reviews/R1EYJRQ7YVT2B2?ASIN=B01DDP7D6W,1.0,govind,Very bed quality 1 sal bhi ni chla or krab ho gya 😠😠😠😠😠😠
on 1 February 2018,/gp/customer-reviews/R2IJSY0UPD23IX?ASIN=B01DDP7D6W,4.0,Amazon Customer,Very nice
on 24 August 2017,/gp/customer-reviews/R17WC4X1NEXNJ8?ASIN=B01DDP7D6W,1.0,shanker,During sell products are rejected products my mobile earphone jack not working properly
on 1 September 2017,/gp/customer-reviews/R3QYJHX2NUVV4I?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good
on 5 May 2017,/gp/customer-reviews/RVUQH5JQAK75Z?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good phone.  But certain features are missing
date,url,rating,user,opinion
on 4 January 2017,/gp/customer-reviews/R2RM13ERXRUG1J?ASIN=B01DDP7D6W,4.0,SharfuddiN,"Mobile luking very good, voice clarity good, touch very smooth, over all mobile very nice Thankyu Amazon Shipping very fast"
on 10 November 2017,/gp/customer-reviews/R1K0QDTF2YD93Z?ASIN=B01DDP7D6W,2.0,santosh,this mobile is hanging. please don't buy.
on 11 June 2018,/gp/customer-reviews/R2FFC4CV1J6YI6?ASIN=B01DDP7D6W,5.0,Subhadeep D.,"The phone is just awesome,battery,camera,everything is excellent,samsung galaxy on 7 pro is superb👍👍👍👍"
on 1 October 2017,/gp/customer-reviews/R3UK6EQUTJM9Q9?ASIN=B01DDP7D6W,4.0,Kannan,This mobile is good in moderate price and  quality of mobile  is also  very nice
on 24 September 2017,/gp/customer-reviews/R739XV9ZF5TMH?ASIN=B01DDP7D6W,1.0,Amazon Customer,"On 1st day of this product ,Phone are Hanging.... Very poor quality"
on 20 August 2017,/gp/customer-reviews/RWRLTHVCSM6MA?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good product ... For low cost.... Thanks to amazon... For fast delivery
on 25 July 2017,/gp/customer-reviews/R1LNRJ0VZY2CHE?ASIN=B01DDP7D6W,5.0,Sayantan Mandal,Very good phone
on 17 September 2018,/gp/customer-reviews/R209S880ST8XJ8?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good product to the value
on 4 August 2018,/gp/customer-reviews/R24TJ7GAXHQ96P?ASIN=B01DDP7D6W,5.0,Asim,Cell phone is good in the given price
on 5 October 2017,/gp/customer-reviews/R2S52VYNQ0H5SC?ASIN=B01DDP7D6W,4.0,Md Asraf,Samsung galaxy on7 pro is good phoneLong life batteryI like this...
date,url,rating,user,opinion
on 25 April 2018,/gp/customer-reviews/R2F911IQCTPY4I?ASIN=B01DDP7D6W,2.0,Ravinder kumar,All over gud phone just 2 prblms camera focus on off and Android 6.0 and old design but strong hardware.
on 18 September 2018,/gp/customer-reviews/R1H4XDQXI4HKPU?ASIN=B01DDP7D6W,5.0,Vaibhav Sonar,Very Good
on 30 October 2016,/gp/customer-reviews/R23KMBAB3I5M7Z?ASIN=B01DDP7D6W,4.0,Joseph John,"It is good product, style and Insights.  Amazon customer has been resolution the issued while my serious awful."
on 18 July 2017,/gp/customer-reviews/R2FNK3K0G5YKGV?ASIN=B01DDP7D6W,1.0,Amazon Customer,Very bad product don't buy this mobile battery pickup is very weak my battery last 3to 4 hour
on 4 December 2016,/gp/customer-reviews/R2IH71N9HEVN4F?ASIN=B01DDP7D6W,1.0,romit mahajan,"internet/wifi doesn't work sometimes... no compass, no magnetometer... some of the basic stuff which you would expect in today's phones are missing..."
on 30 November 2017,/gp/customer-reviews/R2UH0VKZZFC0GQ?ASIN=B01DDP7D6W,4.0,Aakriti,awesome phone in good budget...
on 13 March 2018,/gp/customer-reviews/R16XX4E23MT55S?ASIN=B01DDP7D6W,5.0,Budhabhushan,"Best phone under 10,000 I buy this on great Indian sale it cost me for rs 7,500  the phone is nice and camera is best than oppi"
on 15 February 2018,/gp/customer-reviews/R236G81LVXQW2W?ASIN=B01DDP7D6W,5.0,P. Uttam Kumar,Very good product with brand-name Samsung .
on 19 September 2016,/gp/customer-reviews/R31O2IH40H7VVF?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good phone .excellent features
on 26 May 2017,/gp/customer-reviews/R284UCU62OBJ6W?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Its very good product, look very nice , camera quality is very good. all featuer in this phone is good"
date,url,rating,user,opinion
on 25 February 2018,/gp/customer-reviews/R2OT9CBT9WRQX1?ASIN=B01DDP7D6W,5.0,Suresh,It's  good.
on 31 May 2018,/gp/customer-reviews/R2ED83EUYTCA5X?ASIN=B01DDP7D6W,4.0,Jay Patel,My Dad just loved the easy to use interface and camera is just Ok.
on 9 August 2017,/gp/customer-reviews/R2AWB43D2DCMD8?ASIN=B01DDP7D6W,5.0,Emmy Ayn Varghese,Superb phome.:  i think an dad of online phones on that range of cost :)
on 29 December 2016,/gp/customer-reviews/R2217EIMKGPIZN?ASIN=B01DDP7D6W,1.0,Rajagopal,"dear Sir/madam, I purchasing the above mobile and my observations in that battery is suddenly battery down at time of normal condition so I requesting asforas solving the my problem."
on 1 December 2016,/gp/customer-reviews/REX0LPXLUV1KP?ASIN=B01DDP7D6W,4.0,Abhinand S.,"This phone is a beast in it's price range. Recommended buy!The only thing that could have been better was the internal memory space Instead of 16GB, a 32GB version would've been great."
on 11 January 2018,/gp/customer-reviews/RSR6KNR6WF7X8?ASIN=B01DDP7D6W,5.0,Omdreamworld,Well at 7.5k its the best phone by samsung
on 25 September 2017,/gp/customer-reviews/R2HFNBZ86K3ZPN?ASIN=B01DDP7D6W,5.0,Yogendra Singh,Good
on 18 April 2018,/gp/customer-reviews/RF1V1KBZH6WDE?ASIN=B01DDP7D6W,1.0,Mohanraj.K,Hang for using flash and using internet.  Mobile switched  off for 30% of charge
on 26 July 2018,/gp/customer-reviews/R3VDCVIACXU4PM?ASIN=B01DDP7D6W,5.0,Tshering Phuntsho,Product is awesome but earphone is not there.. Was that bcoz of offer price n reducing earphone from box???
on 28 June 2018,/gp/customer-reviews/R2Z2PBSX62ZCAR?ASIN=B01DDP7D6W,1.0,Gandepalli lovaraju,Bad mobile
date,url,rating,user,opinion
on 30 July 2017,/gp/customer-reviews/R2585Y92U1VVS9?ASIN=B01DDP7D6W,3.0,Amazon Customer,Heating issue in that set and earpvone jack not working properly so dont buy this product.
on 19 March 2018,/gp/customer-reviews/R2N0HXUFEQT4S?ASIN=B01DDP7D6W,5.0,RATIKANTA PANDA,Nice phone in a budget price with Samsung brand value...
on 27 September 2017,/gp/customer-reviews/R2U8Y0SJWX3LRS?ASIN=B01DDP7D6W,5.0,Amazon Customer,before time delivery of the product and awesome product as well
on 1 May 2018,/gp/customer-reviews/R1Z4I0ZMVMMI1L?ASIN=B01DDP7D6W,1.0,wasim,Very Bad performance of this phone..This phone Hanged every second.... I feel very bad experience  purchase this phone.
on 19 May 2017,/gp/customer-reviews/R3L91BOE7X1YYF?ASIN=B01DDP7D6W,4.0,Bhavana,"overall, it is good, but it is lacking LED notification"
on 16 April 2018,/gp/customer-reviews/R1U4FIBHMUEWA5?ASIN=B01DDP7D6W,5.0,Mayur,Good product thenx anmazon in
on 27 November 2016,/gp/customer-reviews/RKZVVSG3VE1NH?ASIN=B01DDP7D6W,5.0,Sreya,"An amazing phone with all useful features making it a wonderful handset.Considering all aspects like size, ram and price, it's an apt 1!"
on 15 August 2018,/gp/customer-reviews/RR0PC9NH0DRWZ?ASIN=B01DDP7D6W,1.0,Amresh,Product is f9 but corrior is very bad. Corrior boy misbehave and not delevry on my home
on 1 February 2018,/gp/customer-reviews/R2C37AIS3QFA7F?ASIN=B01DDP7D6W,5.0,Deepak mehta,Samsung is better
on 27 December 2016,/gp/customer-reviews/R2O7MSHAOQ4OAD?ASIN=B01DDP7D6W,5.0,Raghvendra Mishra,Look very good performance excellentcharging time little more arround 3 hoursnice phone in this price segmentamazon delivery outstanding
date,url,rating,user,opinion
on 22 April 2018,/gp/customer-reviews/R3NDKJ8XVHV59E?ASIN=B01DDP7D6W,2.0,Amazon Customer,Audio sound and while receiving the call is miserable.can it be exchanged.l am facing log many problem.
on 28 May 2018,/gp/customer-reviews/R3F3M959GN0Z96?ASIN=B01DDP7D6W,4.0,Comman Man,Good Phone with decent specs. Thanks to Amazon
on 8 October 2017,/gp/customer-reviews/R9YBPDU12U2MM?ASIN=B01DDP7D6W,4.0,Sanjib B.,
on 5 May 2018,/gp/customer-reviews/R3QSPC7XVTV9H9?ASIN=B01DDP7D6W,5.0,Akshay P.G,"Good, but while we using this it become very hot."
on 24 May 2017,/gp/customer-reviews/R48YKK0LU5X9H?ASIN=B01DDP7D6W,3.0,Anil,Charging to late Max 05 to 06 hoursFrom Anil 9490913385
on 28 April 2018,/gp/customer-reviews/R1GRDI07TZIDV2?ASIN=B01DDP7D6W,1.0,Rajendra Verma,I bought the phone. Its battery backup is wrost. And warm in shot time using. I feel amzon given me a secondhand phone.
on 11 August 2017,/gp/customer-reviews/R180YNF8FAU6SZ?ASIN=B01DDP7D6W,4.0,Amazon Customer,It's very nice
on 28 July 2018,/gp/customer-reviews/R1YQI3GO73X82U?ASIN=B01DDP7D6W,2.0,Ankush,After 1.5 years its not working.Sound quality worst.
on 2 June 2018,/gp/customer-reviews/R110SHEA3T909O?ASIN=B01DDP7D6W,5.0,Sunita Swami,Incoming calls problem
on 14 August 2017,/gp/customer-reviews/R3DZBY1RNAKG6Z?ASIN=B01DDP7D6W,1.0,Amazon Customer,Very defective product.hanging problem continuos.third class product received.
date,url,rating,user,opinion
on 15 March 2018,/gp/customer-reviews/R33CX82VW9MCWY?ASIN=B01DDP7D6W,1.0,Gangasagar Panchal,This mobile is very bad dont buy it amazon is very bad i want to return this mobile but this app shows usless smart check app
on 3 October 2018,/gp/customer-reviews/R2UHFIE33BENQ5?ASIN=B01DDP7D6W,4.0,RAJKUMAR CHHETRY,Nice product
on 16 August 2017,/gp/customer-reviews/RS670I8MEP3S5?ASIN=B01DDP7D6W,3.0,Cinto,Best phone for low budget.Internal 11.7 GB availableCamera requires improvementI bought at ₹10k 10 months ago.3 hours to full charge
on 29 November 2016,/gp/customer-reviews/R2UW98PY0O42A6?ASIN=B01DDP7D6W,3.0,Amazon Customer,"After 1 month only the problems starting like heating too much, not charging properly, battery drain out very fast etc"
on 11 June 2018,/gp/customer-reviews/RUIDM73VE9F70?ASIN=B01DDP7D6W,3.0,siva raj,its compare with redmi rate is so high. but quality is ok. and performance is very good
on 18 March 2017,/gp/customer-reviews/R19VYJZSHEQJTK?ASIN=B01DDP7D6W,4.0,Amazon Customer,useful at low budget.
on 23 December 2016,/gp/customer-reviews/R18OVRQD55AAHM?ASIN=B01DDP7D6W,1.0,Amazon Customer,"it is getting very heat just using after 10 mins.when answering any call speaker is getting very heat, compulsory we have to use earphones. when playing games also it is getting heat.😏"
on 16 August 2017,/gp/customer-reviews/R3NKA2XFHOSHB?ASIN=B01DDP7D6W,1.0,Amazon Customer, DEFECTIVE AND BROKEN PIECE OF ...
on 2 June 2018,/gp/customer-reviews/R3QZYTMBUW956I?ASIN=B01DDP7D6W,5.0,Rishiraj B.,Good
on 18 June 2018,/gp/customer-reviews/R1VYTMTB3OIICC?ASIN=B01DDP7D6W,5.0,rajesh agrawal,It is a good phone as it is very premiumStorage is goodCamera is goodSound quality is average
date,url,rating,user,opinion
on 9 September 2018,/gp/customer-reviews/R132311TOBZ6VH?ASIN=B01DDP7D6W,2.0,Teekaraman,"Very bad quality,"
on 6 August 2018,/gp/customer-reviews/R1QCMXAVQH2XAY?ASIN=B01DDP7D6W,3.0,sandip ghosh,Not good
on 14 March 2018,/gp/customer-reviews/R22SF13JS9H9MM?ASIN=B01DDP7D6W,5.0,Rajesh Pan,a lot of feature from samsung at 7k...it's really awsm
on 7 January 2018,/gp/customer-reviews/R392FRBB9E787A?ASIN=B01DDP7D6W,4.0,Amazon Customer,good
on 26 January 2018,/gp/customer-reviews/R22N0I30Q6YI1T?ASIN=B01DDP7D6W,4.0,Shishpal Negi,Heating issue
on 22 June 2017,/gp/customer-reviews/ROE06ERBNLPS3?ASIN=B01DDP7D6W,4.0,Ramgo,Good
on 11 November 2017,/gp/customer-reviews/RX5TO02GNC7LM?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good Product
on 10 February 2018,/gp/customer-reviews/R2ORVMAWS0FB9O?ASIN=B01DDP7D6W,5.0,Aritra,This Phone Is excellent under 8000 rupees it's camera quality is good but it's battery backup is not good in this price.
on 2 February 2018,/gp/customer-reviews/RP2LRZFWVU886?ASIN=B01DDP7D6W,1.0,Ganesh Rajendran,"it is giving a ""Invalid SIM card. Network locked SIM card inserted"" I tried 3 working SIM already. Anyone know about this?"
on 7 April 2018,/gp/customer-reviews/R1KRV31QK713K6?ASIN=B01DDP7D6W,1.0,Manish,"This item is very good, but I am not getting correct value of my exchange item, so I am cancelling the shopping."
date,url,rating,user,opinion
on 18 September 2017,/gp/customer-reviews/R2J3IQFRUO1TAN?ASIN=B01DDP7D6W,4.0,M. J. Hussain,The phone is working well. No problems yet. Hope it will continue working well.
on 18 October 2017,/gp/customer-reviews/R2KN1VFCV8VVGH?ASIN=B01DDP7D6W,4.0,Jacob Jacob,working gr8. good value for money
on 1 April 2018,/gp/customer-reviews/R2602GGH0WGXPQ?ASIN=B01DDP7D6W,3.0,Deepak,Good
on 1 April 2018,/gp/customer-reviews/R35ZIMN596AI9Y?ASIN=B01DDP7D6W,5.0,Himanshu,Is very good
on 17 September 2018,/gp/customer-reviews/R28MU5R82OSC80?ASIN=B01DDP7D6W,5.0,RAhul Redij,"For small use, product configuration is good. For more storage add 64 gb card"
on 15 October 2017,/gp/customer-reviews/R1MTKG8G0I4L7J?ASIN=B01DDP7D6W,1.0,Kishor Reddy,very slow and handing always. any page is taking time to load after click.
on 21 August 2017,/gp/customer-reviews/R2N33JBE3BFE8Z?ASIN=B01DDP7D6W,4.0,Shashank Bharadwaj,"nice looking, good performing, better camera"
on 16 September 2017,/gp/customer-reviews/R953DHIRTJ0FR?ASIN=B01DDP7D6W,2.0,Bikram Nayak,The keyboard is not responding correct. It also doesn't support Google keyboard. Only Samsung keyboard is default. What to do.. return time has passed
on 14 September 2017,/gp/customer-reviews/R1YHSWJRONL1JO?ASIN=B01DDP7D6W,3.0,Jagadish N,Sometimes it malfunctions. Otherwise a good phone at the price.
on 27 January 2018,/gp/customer-reviews/R242PHZXNX20AL?ASIN=B01DDP7D6W,4.0,Shakti,Product is fine at this price 7500 rupees.Cameras are pretty good.Good performance for a 1 GHz phone.
date,url,rating,user,opinion
on 24 May 2017,/gp/customer-reviews/R2XJDBTSIUIQTT?ASIN=B01DDP7D6W,5.0,Amazon Customer,Delivered fast. Good product.
on 14 September 2016,/gp/customer-reviews/R227P4UN1CL4FE?ASIN=B01DDP7D6W,4.0,Paul Mathew,Good for the price.  Good voice quality.  Comfortable to hold.
on 22 December 2016,/gp/customer-reviews/R1YVEQ37SSXLFO?ASIN=B01DDP7D6W,5.0,Vivek Agarwal,Awesome product..More than expected..Thanks Samsung And thanks Amazon almost on time
on 11 October 2017,/gp/customer-reviews/RH3P3JRLNUXXF?ASIN=B01DDP7D6W,5.0,Amazon Customer,Very good product @ this price but phone goes slow after 2-3 days.
on 11 October 2017,/gp/customer-reviews/RN2IOX3DLXX8V?ASIN=B01DDP7D6W,1.0,Amazon Customer,On turning it on ; it went on hanging and could never be retrieved
on 22 February 2018,/gp/customer-reviews/R2MQ7ZYL9AJF4U?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Really good mobile, battery backup good. Average operating OS."
on 27 June 2017,/gp/customer-reviews/R1K20UAYJG1UHC?ASIN=B01DDP7D6W,4.0,Amazon Customer,Product is good in this price
on 12 November 2017,/gp/customer-reviews/R1G5VN1Q8PMXQO?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Nice phone,camera quality low"
on 7 December 2016,/gp/customer-reviews/R1BXCW5TJ37J99?ASIN=B01DDP7D6W,5.0,RPM NASH,Nice phone no hang problem with very soft touch and the bst thing is lots of theme options vry nice product from Samsung.  Thnks Samsung and amazon.
on 28 August 2018,/gp/customer-reviews/R1Q13F8EQZ60QJ?ASIN=B01DDP7D6W,4.0,siddalingesh s,Very nice good mobile
date,url,rating,user,opinion
on 27 January 2017,/gp/customer-reviews/RPIDGXY5NSFDO?ASIN=B01DDP7D6W,4.0,Swapnil Vyas,"Nice phone in9990rs, superb looking phone.. I have buy this phone from Amazon..Really nice phone..On7 pro is best from J7 and J7 2016"
on 8 January 2017,/gp/customer-reviews/R3I1COK6DR7AM5?ASIN=B01DDP7D6W,5.0,rahul,Supb service nice mobileSafety goodThank you very much amazon .....
on 13 April 2018,/gp/customer-reviews/R1GRRIWRN9VLRI?ASIN=B01DDP7D6W,5.0,Amazon Customer,Samsung Galaxy On7 Pro Black is very good
on 19 July 2018,/gp/customer-reviews/R1HXLO650U2HL0?ASIN=B01DDP7D6W,5.0,Anish parchure,Awesome mobile. Great build up quality. Amazing purchase.
on 12 November 2017,/gp/customer-reviews/R2FBV6YB0WK9KK?ASIN=B01DDP7D6W,1.0,Amazon Customer,product is defective & not working properly....not satisfied
on 1 January 2018,/gp/customer-reviews/R25HZZXQHSYFCN?ASIN=B01DDP7D6W,4.0,Rajesh Kumar,Best phone this price range big display awesome performance
on 17 September 2018,/gp/customer-reviews/R3FLZPFSFVIO0H?ASIN=B01DDP7D6W,5.0,Saravanan,Fantastic mobile.  Purchased for 6300 during independence day offer.
on 31 October 2017,/gp/customer-reviews/R39URXMJL8HGO2?ASIN=B01DDP7D6W,1.0,Avinash Bansia,Low quality... display fault....... charging fault....don't buy it....
on 24 June 2017,/gp/customer-reviews/R16SY5LGAP4EKU?ASIN=B01DDP7D6W,5.0,Amazon Customer,Very Good Product by Samsung and amazon .I am using this handset last 1 year no issue .
on 4 September 2018,/gp/customer-reviews/R2K9VY8CSFSBQ8?ASIN=B01DDP7D6W,4.0,KUMAR R.,Samsung is always an ok phone within its price range.
date,url,rating,user,opinion
on 28 August 2018,/gp/customer-reviews/R37PBU30FGMIKR?ASIN=B01DDP7D6W,4.0,Tushar,Worth for money
on 3 October 2017,/gp/customer-reviews/R1QGYFPZCK34FW?ASIN=B01DDP7D6W,3.0,Adinath patil,this mobile is heating when regular data on
on 22 October 2017,/gp/customer-reviews/R1LVTP90DQZD2H?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice
on 8 June 2018,/gp/customer-reviews/RFH1666QF3W3H?ASIN=B01DDP7D6W,5.0,gouri,Good item at this price.
on 2 September 2018,/gp/customer-reviews/R10I47GU2MSHH9?ASIN=B01DDP7D6W,1.0,Nithish,Phone is waste no screen mirroring in it please show where is the option to screen mirroring
on 27 February 2018,/gp/customer-reviews/R17K4I50W8Z1EC?ASIN=B01DDP7D6W,5.0,Dhananjay B Khatri,Good  product to buy without any hesitation
on 19 February 2018,/gp/customer-reviews/R1745G3B3O0PBE?ASIN=B01DDP7D6W,4.0,Amazon Customer,The set is fine.
on 31 October 2017,/gp/customer-reviews/R33DV1HY0XK3FX?ASIN=B01DDP7D6W,4.0,The Telugu Hindu,yes..it meets my expectation.  Camera quality & battery back up are good. It would have been great if loud speaker is placed below the screen.
on 22 September 2017,/gp/customer-reviews/R3SM586TW2PAJS?ASIN=B01DDP7D6W,5.0,Gaurav,Good phone..Cheap for the specs
on 1 September 2016,/gp/customer-reviews/R1Y9NCTQE4HVZ2?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good looking phone from Samsung Mobiles
date,url,rating,user,opinion
on 19 February 2018,/gp/customer-reviews/R2OGJJQ8EO9P42?ASIN=B01DDP7D6W,1.0,Arnab Bez,Very bad product. Phone performance is too slow & slow charging also. I'm not expected this.
on 21 June 2017,/gp/customer-reviews/R27RNEYZULBRJB?ASIN=B01DDP7D6W,2.0,Dipak Kar,My Samsung Galaxy on7 pro does not support earphone provided by the company or other earphone
on 7 October 2016,/gp/customer-reviews/RNH3EA3AYW4CJ?ASIN=B01DDP7D6W,4.0,Urvashi P.,Working fine...since last month... complete...bt.. camera is 13mp written...bt out put is not so good compare to Motorola phone camera...Still good in this price...
on 26 October 2016,/gp/customer-reviews/R1L4POC3ML5APM?ASIN=B01DDP7D6W,5.0,Dr. Kiran Gopal,Excellent...value for money
on 21 October 2017,/gp/customer-reviews/R2ZYQLNT4U4M0X?ASIN=B01DDP7D6W,1.0,aditya,Battery backup is not good. After 100% charged it goes only 11hours on standby mode.Processor is too slow to play a normal game.
on 16 December 2017,/gp/customer-reviews/R10Q5WM382ENPS?ASIN=B01DDP7D6W,1.0,vivek agrawal,charging lead is very small. can u give me big charging lead.
on 20 December 2016,/gp/customer-reviews/R1DP4KZCYBGVBD?ASIN=B01DDP7D6W,5.0,Amazon Customer,This phone is very nice.Both cameras very nice. Battery backup is very good is enough for one day. Overall this phone is good
on 3 September 2018,/gp/customer-reviews/R2YQDJHV7QLAA6?ASIN=B01DDP7D6W,4.0,Arup talukdar,Very good
on 8 October 2017,/gp/customer-reviews/R387Z05BRAKAKV?ASIN=B01DDP7D6W,1.0,jeetu,worst experience. Too slow phone.  Heating while talking.
on 20 February 2018,/gp/customer-reviews/R188T2O4W5S7AY?ASIN=B01DDP7D6W,3.0,Ayushi Gupta,It's an amazing phone and its battery is of high power... camera quality is gud and we experienced a high quality of sound...
date,url,rating,user,opinion
on 14 August 2017,/gp/customer-reviews/R2T328TO1W29XR?ASIN=B01DDP7D6W,3.0,AKSHAY ~ M,GOOD FOR LESS PURCHASES |
on 4 September 2018,/gp/customer-reviews/R1H6UMYRFEYARS?ASIN=B01DDP7D6W,4.0,Srinivas,Good
on 28 July 2017,/gp/customer-reviews/R2AQWICWEJAZQ?ASIN=B01DDP7D6W,1.0,Santosh,"Phone have some problems ..like mobile heat ,battery fast discharge, slowly charge...."
on 30 September 2017,/gp/customer-reviews/R1NKL6T6CIZSCH?ASIN=B01DDP7D6W,5.0,Amazon Customer,Camera is not good
on 9 March 2018,/gp/customer-reviews/R1KMZUHFWWNMLH?ASIN=B01DDP7D6W,5.0,Amazon Customer,Nice phone from Samsung and delivery is very fast. I have got the phone within 1 day.
on 19 November 2016,/gp/customer-reviews/R2XCUHTHOH99WS?ASIN=B01DDP7D6W,4.0,Subhransu Tripathy,Average use it is best
on 18 February 2018,/gp/customer-reviews/R3DBSD1RJD5SSH?ASIN=B01DDP7D6W,2.0,Amazon Customer,It's mentioned here tht accessories includes handset but there is no handset in it...and free delivery was also not there..😒
on 6 August 2018,/gp/customer-reviews/R2NG25O6WUGMG4?ASIN=B01DDP7D6W,5.0,Christopher,Over all good phone
on 18 December 2016,/gp/customer-reviews/R2VUOAOVQIH7AT?ASIN=B01DDP7D6W,5.0,JK,Super quality product........super battery back up
on 13 October 2017,/gp/customer-reviews/R3B8LMEKOM138C?ASIN=B01DDP7D6W,4.0,Hemlata rathore,I have not received  bill how I use warranty  of Samsung on 7 pro mobile
date,url,rating,user,opinion
on 24 December 2017,/gp/customer-reviews/R13IUDBGA4HAJ?ASIN=B01DDP7D6W,4.0,Sumanbera,Good phone
on 5 July 2018,/gp/customer-reviews/R1OB6WBUW77DE6?ASIN=B01DDP7D6W,1.0,Vinay kumar jain,Worst phone ever.....Don't buy this phone .....The worst customer care service are provided by samsung...
on 31 July 2018,/gp/customer-reviews/RTUFPUAFGVTPE?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good
on 4 February 2018,/gp/customer-reviews/R12EVF6X326A2A?ASIN=B01DDP7D6W,5.0,shilpa mudiraj,Very nice phone in low budget.....
on 22 March 2018,/gp/customer-reviews/R2XP6Q3Z75T9OE?ASIN=B01DDP7D6W,5.0,Amazon Customer,The Product is very Good but we are unhappy because you are not sending the ear phone in your packet.Thanking You.
on 20 May 2017,/gp/customer-reviews/R14DCMPR23JOQM?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Good phone, premium look, good camera, thanks Amazon for speedy delivery."
on 21 October 2016,/gp/customer-reviews/R18GPPBJ2H3HXY?ASIN=B01DDP7D6W,4.0,Amazon Customer,Nice phone at small budget .The almost best features that could be expected from any company at this range has been completed provided by a company like samsung is in itself is very nice....
on 23 September 2018,/gp/customer-reviews/R3IHZKKQS1TVEN?ASIN=B01DDP7D6W,3.0,thakur singh,Heating problems phone is heat using few minutes. very low quality sound. over all average quality.
